geneID M6_C M6_C M6_C M6_F M6_F M6_F
Dgal_TRINITY.DN10222.c0.g3.i1 0 0 0 0 0 2
Dgal_TRINITY.DN10222.c0.g4.i4 4 10 8 24 4 0
Dgal_TRINITY.DN10222.c0.g6.i1 20 40 40 130 24 42
Dgal_TRINITY.DN10224.c0.g1.i1 28 22 14 14 24 24
Dgal_TRINITY.DN10224.c0.g2.i1 110 118 96 74 96 152
Dgal_TRINITY.DN10225.c0.g1.i1 160 126 110 132 136 182
Dgal_TRINITY.DN10226.c0.g1.i1 4 6 2 8 4 4
Dgal_TRINITY.DN10226.c0.g2.i1 2 6 0 0 2 4
Dgal_TRINITY.DN10226.c1.g1.i2 0 0 0 0 0 0
Dgal_TRINITY.DN10226.c1.g1.i4 6 4 2 0 8 8
Dgal_TRINITY.DN10227.c0.g1.i1 5138 4722 5092 4894 5504 6352
Dgal_TRINITY.DN10228.c0.g1.i2 16 60 18 32 32 44
Dgal_TRINITY.DN10228.c0.g1.i3 30 48 16 36 30 44
Dgal_TRINITY.DN10229.c0.g1.i3 48 126 64 64 58 88
Dgal_TRINITY.DN10229.c0.g1.i5 46 36 50 46 68 48
Dgal_TRINITY.DN1022.c0.g1.i1 18 6 2 4 8 10
Dgal_TRINITY.DN10230.c0.g1.i2 8 10 6 12 4 6
Dgal_TRINITY.DN10230.c0.g1.i4 136 196 116 130 136 176
Dgal_TRINITY.DN10231.c0.g1.i1 898 804 896 846 948 1126
Dgal_TRINITY.DN10232.c0.g1.i1 94 126 106 100 92 78
Dgal_TRINITY.DN10232.c0.g2.i2 212 278 230 252 220 294
Dgal_TRINITY.DN10232.c1.g1.i1 22 44 50 38 38 36
Dgal_TRINITY.DN10233.c0.g2.i1 88 120 86 112 82 138
Dgal_TRINITY.DN10234.c0.g1.i1 2360 2700 2326 2480 2460 3060
Dgal_TRINITY.DN10235.c0.g1.i1 10 2 0 0 2 2
Dgal_TRINITY.DN10235.c0.g1.i2 60 62 66 54 58 94
Dgal_TRINITY.DN10236.c0.g2.i1 12 4 4 8 14 6
Dgal_TRINITY.DN10236.c1.g1.i1 50 54 70 32 28 36
Dgal_TRINITY.DN10237.c0.g1.i1 18 12 18 10 4 10
Dgal_TRINITY.DN10237.c0.g1.i2 10 30 22 24 22 22
Dgal_TRINITY.DN10237.c1.g1.i1 0 0 0 0 2 2
Dgal_TRINITY.DN10238.c0.g1.i1 6 6 4 12 4 4
Dgal_TRINITY.DN10238.c0.g1.i3 12 16 12 4 10 4
Dgal_TRINITY.DN10238.c0.g1.i4 38 38 48 38 46 50
Dgal_TRINITY.DN10238.c0.g2.i1 2 2 4 4 6 6
Dgal_TRINITY.DN10239.c0.g1.i1 14 8 12 14 18 34
Dgal_TRINITY.DN10239.c0.g1.i2 8 6 4 4 18 18
Dgal_TRINITY.DN1023.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN1023.c0.g3.i1 0 8 10 4 6 2
Dgal_TRINITY.DN10240.c1.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN10240.c1.g2.i1 4 2 2 0 4 0
Dgal_TRINITY.DN10240.c1.g3.i1 2 0 4 2 4 2
Dgal_TRINITY.DN10241.c0.g1.i1 40 62 44 64 36 68
Dgal_TRINITY.DN10241.c1.g1.i1 92 184 144 74 172 78
Dgal_TRINITY.DN10241.c2.g1.i1 10 12 10 4 18 8
Dgal_TRINITY.DN10242.c0.g1.i1 950 842 780 848 874 1150
Dgal_TRINITY.DN10243.c0.g1.i2 280 208 168 204 392 526
Dgal_TRINITY.DN10243.c1.g1.i1 0 2 0 0 6 4
Dgal_TRINITY.DN10244.c0.g1.i1 124 92 140 108 90 174
Dgal_TRINITY.DN10245.c0.g1.i1 18 20 2 6 18 30
Dgal_TRINITY.DN10246.c0.g1.i1 10934 10164 11104 11154 12414 13808
Dgal_TRINITY.DN10247.c0.g2.i1 946 892 1138 1030 988 1264
Dgal_TRINITY.DN10248.c0.g1.i1 4 6 4 6 4 6
Dgal_TRINITY.DN10248.c0.g1.i2 34 42 48 40 18 38
Dgal_TRINITY.DN10249.c0.g2.i1 28 40 26 36 36 54
Dgal_TRINITY.DN1024.c0.g1.i1 8 36 22 32 18 42
Dgal_TRINITY.DN10250.c0.g1.i1 2 0 0 2 2 6
Dgal_TRINITY.DN10250.c0.g2.i1 126 232 192 146 198 156
Dgal_TRINITY.DN10251.c0.g1.i1 256 408 424 278 296 332
Dgal_TRINITY.DN10251.c0.g2.i1 70 104 90 60 48 102
Dgal_TRINITY.DN10252.c0.g1.i1 2830 3108 2614 2686 2784 3410
Dgal_TRINITY.DN10252.c0.g1.i2 2456 2982 2214 2526 2490 3584
Dgal_TRINITY.DN10252.c1.g1.i1 284 408 356 328 396 352
Dgal_TRINITY.DN10252.c2.g1.i1 150 146 142 110 126 146
Dgal_TRINITY.DN10253.c0.g1.i1 1528 1574 1510 1516 1692 1880
Dgal_TRINITY.DN10254.c0.g1.i1 2922 2436 2960 3102 3472 4182
Dgal_TRINITY.DN10255.c0.g1.i1 1276 1406 1202 1410 1396 1728
Dgal_TRINITY.DN10255.c1.g1.i1 4 4 10 8 2 2
Dgal_TRINITY.DN10256.c0.g1.i1 108 182 140 158 116 144
Dgal_TRINITY.DN10257.c0.g1.i1 12 14 18 14 14 20
Dgal_TRINITY.DN10257.c0.g1.i4 8 22 8 14 10 18
Dgal_TRINITY.DN10258.c0.g1.i1 46 18 24 50 54 62
Dgal_TRINITY.DN10258.c0.g2.i1 6 0 10 4 16 4
Dgal_TRINITY.DN10259.c0.g1.i1 266 386 334 320 268 344
Dgal_TRINITY.DN1025.c0.g1.i1 512 416 534 482 562 616
Dgal_TRINITY.DN10260.c0.g1.i1 186 188 200 224 148 180
Dgal_TRINITY.DN10261.c0.g2.i2 118 102 104 158 98 168
Dgal_TRINITY.DN10262.c0.g1.i1 14 20 32 18 28 34
Dgal_TRINITY.DN10262.c0.g1.i2 22 52 44 20 52 46
Dgal_TRINITY.DN10262.c0.g1.i4 30 42 28 34 30 42
Dgal_TRINITY.DN10263.c0.g1.i1 124 144 138 136 156 146
Dgal_TRINITY.DN10264.c0.g1.i1 54 74 78 50 32 90
Dgal_TRINITY.DN10265.c0.g1.i1 726 696 618 702 650 934
Dgal_TRINITY.DN10266.c0.g1.i1 15384 15276 15668 15530 15618 18362
Dgal_TRINITY.DN10267.c0.g1.i1 132 144 106 126 122 98
Dgal_TRINITY.DN10268.c0.g1.i1 3894 3464 3932 4072 4292 4964
Dgal_TRINITY.DN10269.c0.g1.i2 900 914 866 936 982 1178
Dgal_TRINITY.DN1026.c0.g1.i1 78 64 96 132 56 58
Dgal_TRINITY.DN10270.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN10270.c0.g1.i2 110 234 176 190 116 162
Dgal_TRINITY.DN10270.c0.g1.i3 0 0 0 0 0 0
Dgal_TRINITY.DN10270.c0.g1.i5 0 0 0 0 0 0
Dgal_TRINITY.DN10270.c0.g1.i6 0 0 0 0 0 0
Dgal_TRINITY.DN10271.c0.g1.i1 5434 4692 5126 5224 6260 7410
Dgal_TRINITY.DN10272.c0.g1.i1 4716 4996 3086 3442 4028 6020
Dgal_TRINITY.DN10273.c0.g1.i1 23036 1656 10630 23516 8754 22734
Dgal_TRINITY.DN10274.c0.g1.i1 12 10 18 8 6 22
Dgal_TRINITY.DN10275.c0.g1.i1 194 234 190 222 206 226
Dgal_TRINITY.DN10276.c0.g1.i1 108 130 116 108 90 82
Dgal_TRINITY.DN10277.c0.g1.i1 442 562 538 434 536 438
Dgal_TRINITY.DN10277.c0.g2.i1 512 590 514 494 512 626
Dgal_TRINITY.DN10278.c0.g1.i1 964 1154 1058 1246 1024 1758
Dgal_TRINITY.DN10279.c0.g1.i1 12 10 10 4 10 6
Dgal_TRINITY.DN10279.c0.g1.i2 58 60 70 32 32 48
Dgal_TRINITY.DN10279.c0.g1.i6 12 8 6 8 4 2
Dgal_TRINITY.DN1027.c0.g1.i1 1592 1630 1396 1538 1606 2146
Dgal_TRINITY.DN10280.c0.g1.i1 136 86 104 114 112 176
Dgal_TRINITY.DN10281.c0.g1.i2 54 40 98 424 82 180
Dgal_TRINITY.DN10281.c1.g1.i1 0 0 0 6 4 2
Dgal_TRINITY.DN10282.c0.g1.i1 66 76 70 92 96 84
Dgal_TRINITY.DN10283.c0.g1.i1 10 16 18 6 12 4
Dgal_TRINITY.DN10283.c0.g2.i1 10 18 16 8 10 18
Dgal_TRINITY.DN10284.c0.g1.i1 24 76 36 60 32 50
Dgal_TRINITY.DN10285.c0.g1.i1 820 448 668 750 754 954
Dgal_TRINITY.DN10286.c0.g1.i1 220 258 180 66 238 184
Dgal_TRINITY.DN10287.c0.g1.i1 370 584 484 480 326 484
Dgal_TRINITY.DN10287.c0.g1.i2 34 50 30 50 34 16
Dgal_TRINITY.DN10287.c1.g1.i1 6 6 4 0 6 4
Dgal_TRINITY.DN10288.c0.g1.i1 730 616 648 648 798 904
Dgal_TRINITY.DN10289.c0.g1.i1 2052 1972 1904 2096 2122 2332
Dgal_TRINITY.DN1028.c0.g1.i1 26 34 38 32 44 34
Dgal_TRINITY.DN10290.c0.g1.i1 1000 796 896 944 1094 1156
Dgal_TRINITY.DN10291.c0.g1.i1 81772 77880 80328 86020 90746 111388
Dgal_TRINITY.DN10292.c0.g1.i1 352 862 724 686 578 620
Dgal_TRINITY.DN10292.c1.g1.i1 52 76 96 44 70 42
Dgal_TRINITY.DN10292.c1.g1.i2 1228 1392 1356 1274 1284 1544
Dgal_TRINITY.DN10293.c0.g1.i1 14128 15918 15306 15684 15020 19398
Dgal_TRINITY.DN10293.c1.g1.i1 6 4 2 8 2 12
Dgal_TRINITY.DN10293.c1.g1.i2 16 20 16 38 30 24
Dgal_TRINITY.DN10293.c1.g1.i4 90 76 60 68 58 68
Dgal_TRINITY.DN10293.c1.g1.i5 36 44 20 22 40 42
Dgal_TRINITY.DN10294.c0.g1.i4 38 50 40 54 50 60
Dgal_TRINITY.DN10294.c0.g1.i5 0 0 0 0 0 0
Dgal_TRINITY.DN10295.c0.g1.i1 2534 2406 2470 2530 2522 2936
Dgal_TRINITY.DN10296.c0.g1.i2 12892 10668 11792 11994 13192 15342
Dgal_TRINITY.DN10297.c0.g1.i1 2406 2196 2450 2472 2590 3268
Dgal_TRINITY.DN10297.c1.g1.i1 4 2 8 6 4 8
Dgal_TRINITY.DN10298.c0.g1.i3 8 12 2 8 8 8
Dgal_TRINITY.DN10298.c0.g1.i4 8 16 18 12 18 22
Dgal_TRINITY.DN10298.c1.g1.i2 54 66 68 72 72 74
Dgal_TRINITY.DN10299.c0.g1.i1 44 56 50 54 48 48
Dgal_TRINITY.DN10299.c0.g2.i1 12 6 12 8 8 10
Dgal_TRINITY.DN10299.c0.g3.i1 0 0 4 0 0 0
Dgal_TRINITY.DN10299.c0.g3.i2 4 20 6 22 8 22
Dgal_TRINITY.DN102.c0.g1.i1 8 4 10 14 16 8
Dgal_TRINITY.DN10300.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN10300.c0.g1.i2 0 0 0 0 0 0
Dgal_TRINITY.DN10300.c0.g1.i3 0 0 0 0 0 0
Dgal_TRINITY.DN10300.c0.g1.i4 0 0 0 0 0 0
Dgal_TRINITY.DN10300.c0.g1.i5 0 0 0 0 0 0
Dgal_TRINITY.DN10300.c0.g1.i6 0 0 0 0 0 0
Dgal_TRINITY.DN10301.c0.g1.i1 2772 4590 4436 4086 2648 3572
Dgal_TRINITY.DN10302.c0.g1.i1 372 286 366 314 278 414
Dgal_TRINITY.DN10302.c0.g1.i2 8 4 14 4 6 14
Dgal_TRINITY.DN10303.c0.g1.i1 1544 1646 1710 1588 1768 2026
Dgal_TRINITY.DN10304.c0.g1.i3 134 88 128 120 130 212
Dgal_TRINITY.DN10305.c0.g1.i1 4548 6162 4954 5952 4560 5958
Dgal_TRINITY.DN10305.c0.g1.i2 2678 2930 2558 3256 3020 4456
Dgal_TRINITY.DN10306.c0.g1.i1 162 140 150 134 134 176
Dgal_TRINITY.DN10307.c0.g1.i1 6 34 14 286 16 44
Dgal_TRINITY.DN10308.c0.g1.i1 11702 10678 9422 10762 11746 16588
Dgal_TRINITY.DN10309.c0.g1.i1 48 66 58 40 44 36
Dgal_TRINITY.DN1030.c0.g1.i1 24 70 62 42 46 58
Dgal_TRINITY.DN10310.c0.g1.i1 4 10 14 10 16 6
Dgal_TRINITY.DN10310.c0.g1.i5 2 6 4 4 0 10
Dgal_TRINITY.DN10311.c0.g1.i1 164 168 208 178 192 220
Dgal_TRINITY.DN10311.c0.g1.i2 142 154 110 158 120 234
Dgal_TRINITY.DN10312.c0.g1.i1 46 76 52 60 86 82
Dgal_TRINITY.DN10312.c0.g1.i2 0 0 0 4 2 0
Dgal_TRINITY.DN10312.c0.g1.i3 226 244 250 260 254 332
Dgal_TRINITY.DN10313.c0.g1.i1 352 442 396 362 380 526
Dgal_TRINITY.DN10314.c0.g1.i1 32 76 88 46 46 56
Dgal_TRINITY.DN10315.c0.g1.i1 434 390 338 366 456 520
Dgal_TRINITY.DN10316.c0.g1.i1 166 250 180 216 204 258
Dgal_TRINITY.DN10317.c0.g1.i1 2666 2340 2524 2546 2958 3354
Dgal_TRINITY.DN10319.c0.g1.i1 374 316 302 356 362 410
Dgal_TRINITY.DN1031.c0.g1.i1 56 62 70 40 90 88
Dgal_TRINITY.DN10320.c0.g2.i1 198 226 176 178 192 318
Dgal_TRINITY.DN10321.c0.g1.i1 198 240 232 262 198 276
Dgal_TRINITY.DN10321.c0.g1.i2 100 90 78 114 84 124
Dgal_TRINITY.DN10322.c0.g1.i1 48 50 42 68 66 50
Dgal_TRINITY.DN10323.c0.g1.i1 3428 3580 3416 3554 3670 4264
Dgal_TRINITY.DN10324.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN10324.c0.g1.i3 0 0 0 0 0 0
Dgal_TRINITY.DN10324.c0.g1.i4 0 0 0 0 0 0
Dgal_TRINITY.DN10324.c0.g1.i5 0 0 0 0 0 0
Dgal_TRINITY.DN10325.c0.g1.i1 62 22 20 28 48 28
Dgal_TRINITY.DN10325.c1.g1.i1 32 22 18 30 26 56
Dgal_TRINITY.DN10326.c0.g1.i1 70 42 60 84 72 64
Dgal_TRINITY.DN10326.c0.g1.i2 32 30 22 42 40 58
Dgal_TRINITY.DN10327.c0.g1.i1 3396 3546 3782 3832 4004 4764
Dgal_TRINITY.DN10328.c0.g1.i1 14 28 14 18 16 34
Dgal_TRINITY.DN10328.c0.g1.i2 24 42 30 32 18 54
Dgal_TRINITY.DN10329.c0.g1.i1 13408 11294 9570 11076 11778 13050
Dgal_TRINITY.DN1032.c0.g1.i1 40 64 56 48 48 38
Dgal_TRINITY.DN10330.c0.g1.i1 26 18 28 24 26 16
Dgal_TRINITY.DN10330.c0.g1.i2 142 112 96 98 104 178
Dgal_TRINITY.DN10330.c0.g1.i3 120 154 110 104 98 158
Dgal_TRINITY.DN10331.c0.g1.i1 936 906 900 972 918 1108
Dgal_TRINITY.DN10332.c0.g1.i1 5948 5690 5390 5796 6136 7400
Dgal_TRINITY.DN10333.c0.g1.i1 288 184 168 192 204 246
Dgal_TRINITY.DN10334.c0.g1.i1 122 138 186 242 178 250
Dgal_TRINITY.DN10335.c0.g2.i1 88 64 78 86 78 100
Dgal_TRINITY.DN10335.c1.g1.i1 96 106 84 100 120 94
Dgal_TRINITY.DN10335.c2.g1.i1 1152 1330 1330 1372 1282 1578
Dgal_TRINITY.DN10336.c0.g1.i1 174 136 164 176 162 182
Dgal_TRINITY.DN10336.c0.g2.i1 156 172 192 232 204 262
Dgal_TRINITY.DN10336.c0.g2.i2 2 0 0 0 0 0
Dgal_TRINITY.DN10337.c0.g1.i1 1768 1824 1884 2024 1962 2276
Dgal_TRINITY.DN10338.c0.g1.i1 1252 1086 1232 1296 1322 1530
Dgal_TRINITY.DN10339.c0.g1.i1 986 3662 3180 1660 4898 90
Dgal_TRINITY.DN1033.c0.g1.i1 8 10 18 2 2 2
Dgal_TRINITY.DN10340.c0.g1.i2 664 576 628 620 742 824
Dgal_TRINITY.DN10341.c0.g1.i1 6354 3948 5182 5494 10328 17420
Dgal_TRINITY.DN10342.c0.g1.i1 618 660 618 666 728 744
Dgal_TRINITY.DN10343.c0.g1.i2 14 8 28 16 22 38
Dgal_TRINITY.DN10343.c0.g1.i4 14 12 6 14 4 0
Dgal_TRINITY.DN10344.c0.g1.i2 144 154 152 164 126 224
Dgal_TRINITY.DN10345.c0.g1.i2 96 96 88 56 92 98
Dgal_TRINITY.DN10346.c0.g1.i1 652 742 718 724 806 916
Dgal_TRINITY.DN10347.c0.g1.i1 2790 2494 2592 2866 3232 3754
Dgal_TRINITY.DN10348.c0.g1.i2 460 526 266 610 644 702
Dgal_TRINITY.DN10349.c0.g1.i1 8 8 6 4 2 10
Dgal_TRINITY.DN10349.c0.g2.i2 0 0 0 0 0 0
Dgal_TRINITY.DN1034.c0.g1.i1 10 6 0 6 10 8
Dgal_TRINITY.DN10350.c0.g1.i2 2 14 18 18 10 10
Dgal_TRINITY.DN10351.c0.g1.i1 834 914 890 860 904 1130
Dgal_TRINITY.DN10352.c0.g1.i1 332 360 340 426 392 484
Dgal_TRINITY.DN10353.c0.g1.i2 1804 1756 1726 1670 1644 2134
Dgal_TRINITY.DN10354.c0.g1.i1 5886 5740 5656 5584 6080 7082
Dgal_TRINITY.DN10354.c0.g2.i1 0 2 0 2 2 6
Dgal_TRINITY.DN10354.c1.g1.i1 982 1074 1048 970 1016 1206
Dgal_TRINITY.DN10355.c0.g1.i1 32 28 16 30 24 30
Dgal_TRINITY.DN10355.c0.g1.i3 1392 1598 1476 1438 1594 1828
Dgal_TRINITY.DN10356.c0.g1.i10 0 0 0 0 2 0
Dgal_TRINITY.DN10356.c0.g1.i12 0 0 0 0 0 0
Dgal_TRINITY.DN10356.c0.g1.i13 6 0 4 2 0 0
Dgal_TRINITY.DN10356.c0.g1.i2 0 0 0 0 0 0
Dgal_TRINITY.DN10356.c0.g1.i3 0 0 0 2 0 0
Dgal_TRINITY.DN10356.c0.g1.i5 2 2 2 4 4 8
Dgal_TRINITY.DN10356.c0.g1.i7 0 0 0 2 0 0
Dgal_TRINITY.DN10356.c0.g1.i9 0 0 0 0 0 0
Dgal_TRINITY.DN10356.c0.g2.i1 0 0 0 0 0 0
Dgal_TRINITY.DN10357.c0.g1.i1 42 68 68 50 56 64
Dgal_TRINITY.DN10358.c0.g1.i3 6 0 4 12 4 6
Dgal_TRINITY.DN10358.c0.g1.i4 182 232 200 214 194 236
Dgal_TRINITY.DN10359.c0.g1.i1 2286 2644 2378 2574 2356 3040
Dgal_TRINITY.DN1035.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN10360.c0.g1.i1 3046 3266 3274 3242 3398 3972
Dgal_TRINITY.DN10361.c0.g1.i1 16054 18040 15826 16932 16686 18748
Dgal_TRINITY.DN10362.c0.g1.i1 978 1138 1060 1000 876 1224
Dgal_TRINITY.DN10363.c0.g1.i1 1000 1128 986 1046 1090 1240
Dgal_TRINITY.DN10364.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN10364.c0.g1.i2 66 122 88 90 72 116
Dgal_TRINITY.DN10364.c0.g1.i3 24 18 12 16 16 6
Dgal_TRINITY.DN10365.c0.g1.i1 2 10 14 6 4 10
Dgal_TRINITY.DN10365.c0.g1.i2 0 0 0 0 0 0
Dgal_TRINITY.DN10366.c0.g1.i1 3996 3340 3320 3358 4432 4552
Dgal_TRINITY.DN10367.c0.g1.i1 96 142 78 74 88 78
Dgal_TRINITY.DN10368.c0.g1.i1 0 2 4 2 0 2
Dgal_TRINITY.DN10368.c1.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN10369.c1.g1.i1 58 78 72 70 82 66
Dgal_TRINITY.DN1036.c0.g1.i1 30 22 12 16 18 20
Dgal_TRINITY.DN10370.c0.g1.i2 1304 1328 1246 1400 1342 1536
Dgal_TRINITY.DN10370.c0.g1.i3 30 30 20 34 20 32
Dgal_TRINITY.DN10371.c0.g1.i1 5156 5726 5302 5244 5392 6452
Dgal_TRINITY.DN10372.c0.g1.i1 66 52 58 78 62 72
Dgal_TRINITY.DN10373.c0.g1.i1 2460 2486 2392 2546 2564 3314
Dgal_TRINITY.DN10374.c0.g1.i1 4374 5242 4634 4726 4960 5862
Dgal_TRINITY.DN10375.c0.g1.i1 830 3712 2278 3986 2570 2796
Dgal_TRINITY.DN10375.c0.g2.i1 2836 5260 5082 3264 6246 5356
Dgal_TRINITY.DN10376.c0.g1.i1 572 952 820 584 778 724
Dgal_TRINITY.DN10377.c0.g1.i1 312 670 574 422 474 396
Dgal_TRINITY.DN10377.c0.g2.i1 2 0 0 0 0 8
Dgal_TRINITY.DN10378.c0.g1.i1 990 1142 1054 1076 1082 1358
Dgal_TRINITY.DN10379.c0.g1.i2 55848 55182 56228 57158 59006 70924
Dgal_TRINITY.DN1037.c0.g1.i1 18 22 24 38 10 16
Dgal_TRINITY.DN10380.c0.g1.i1 444 616 538 514 524 660
Dgal_TRINITY.DN10381.c0.g1.i2 3190 3316 3170 3276 3346 3938
Dgal_TRINITY.DN10382.c0.g1.i3 156 216 248 234 198 234
Dgal_TRINITY.DN10382.c0.g1.i4 84 108 84 114 116 130
Dgal_TRINITY.DN10382.c0.g1.i5 186 196 194 202 162 240
Dgal_TRINITY.DN10383.c0.g1.i1 956 996 892 918 916 1086
Dgal_TRINITY.DN10384.c0.g1.i1 136 184 190 136 180 204
Dgal_TRINITY.DN10384.c0.g3.i1 132 198 166 140 246 224
Dgal_TRINITY.DN10385.c0.g1.i1 216 336 298 188 192 278
Dgal_TRINITY.DN10386.c0.g1.i1 1624 1540 1618 1638 2042 2606
Dgal_TRINITY.DN10387.c0.g1.i1 160 146 124 142 142 200
Dgal_TRINITY.DN10388.c0.g1.i1 200 372 290 228 232 116
Dgal_TRINITY.DN10389.c0.g1.i1 528 396 428 508 606 708
Dgal_TRINITY.DN1038.c0.g1.i1 80 116 82 90 112 106
Dgal_TRINITY.DN1038.c0.g2.i1 16 10 18 10 20 20
Dgal_TRINITY.DN10390.c0.g1.i1 90 116 122 94 86 86
Dgal_TRINITY.DN10390.c0.g1.i2 2 12 8 2 2 6
Dgal_TRINITY.DN10391.c0.g1.i3 1078 1110 1024 1034 1078 1350
Dgal_TRINITY.DN10392.c0.g1.i1 8 10 14 6 14 2
Dgal_TRINITY.DN10392.c0.g2.i1 94 78 112 122 114 152
Dgal_TRINITY.DN10393.c0.g1.i2 214 208 188 262 294 418
Dgal_TRINITY.DN10394.c0.g1.i1 222 156 154 192 246 238
Dgal_TRINITY.DN10395.c0.g2.i1 1242 1616 1480 1502 1376 1688
Dgal_TRINITY.DN10396.c0.g1.i1 2 12 36 310 8 22
Dgal_TRINITY.DN10397.c0.g1.i1 60 118 108 104 76 144
Dgal_TRINITY.DN10398.c0.g1.i1 178 582 808 668 476 622
Dgal_TRINITY.DN10399.c0.g1.i1 972 856 962 952 908 1282
Dgal_TRINITY.DN1039.c0.g1.i1 0 12 4 4 0 4
Dgal_TRINITY.DN10400.c0.g1.i1 4 4 4 2 0 6
Dgal_TRINITY.DN10400.c0.g2.i1 38 22 28 28 42 36
Dgal_TRINITY.DN10400.c0.g2.i2 0 2 0 0 4 0
Dgal_TRINITY.DN10401.c0.g1.i1 92 138 122 190 132 176
Dgal_TRINITY.DN10402.c0.g1.i1 3792 3806 3492 3666 3626 4372
Dgal_TRINITY.DN10403.c0.g1.i1 1454 1834 1770 1604 1474 1798
Dgal_TRINITY.DN10404.c1.g1.i1 0 0 6 0 8 12
Dgal_TRINITY.DN10405.c0.g1.i1 376 276 366 360 476 550
Dgal_TRINITY.DN10406.c0.g1.i2 372 466 436 388 418 466
Dgal_TRINITY.DN10407.c0.g1.i1 28 30 34 34 40 48
Dgal_TRINITY.DN10407.c0.g2.i1 46 14 28 40 40 20
Dgal_TRINITY.DN10408.c0.g1.i1 10 8 10 12 8 12
Dgal_TRINITY.DN10409.c0.g1.i1 52 48 62 42 66 64
Dgal_TRINITY.DN10410.c0.g1.i1 976 1004 992 1004 948 1148
Dgal_TRINITY.DN10411.c0.g1.i1 248 222 202 244 332 316
Dgal_TRINITY.DN10411.c0.g2.i1 10 2 2 6 8 6
Dgal_TRINITY.DN10412.c0.g1.i1 3914 4140 3962 3838 4202 4758
Dgal_TRINITY.DN10413.c0.g1.i1 264 206 296 220 210 368
Dgal_TRINITY.DN10414.c0.g1.i1 378 458 368 464 494 646
Dgal_TRINITY.DN10415.c0.g1.i1 64 550 618 594 406 508
Dgal_TRINITY.DN10416.c0.g1.i2 416 428 496 466 564 670
Dgal_TRINITY.DN10417.c0.g1.i1 1878 2058 1972 1994 2180 2538
Dgal_TRINITY.DN10418.c0.g1.i1 282 374 364 390 316 268
Dgal_TRINITY.DN10419.c0.g1.i1 14 26 18 26 18 26
Dgal_TRINITY.DN10419.c0.g1.i2 46 50 98 56 52 100
Dgal_TRINITY.DN1041.c0.g1.i1 0 0 4 4 2 0
Dgal_TRINITY.DN10420.c0.g1.i1 318 248 346 352 300 408
Dgal_TRINITY.DN10421.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN10421.c0.g1.i2 0 2 6 2 4 10
Dgal_TRINITY.DN10421.c0.g1.i3 0 0 0 0 0 0
Dgal_TRINITY.DN10421.c0.g2.i1 48 64 50 60 60 64
Dgal_TRINITY.DN10422.c0.g2.i1 20 18 16 18 40 28
Dgal_TRINITY.DN10423.c0.g1.i1 11282 11450 11362 11752 11962 14472
Dgal_TRINITY.DN10424.c0.g1.i1 4 18 6 8 12 4
Dgal_TRINITY.DN10424.c0.g1.i2 18 20 20 40 50 22
Dgal_TRINITY.DN10425.c0.g1.i1 260 286 278 264 372 466
Dgal_TRINITY.DN10426.c0.g1.i1 174 194 160 142 144 230
Dgal_TRINITY.DN10426.c0.g2.i1 22 12 10 24 18 12
Dgal_TRINITY.DN10426.c1.g1.i1 308 360 268 268 362 400
Dgal_TRINITY.DN10427.c0.g1.i1 46 64 58 52 70 104
Dgal_TRINITY.DN10427.c0.g1.i2 8 12 10 6 6 10
Dgal_TRINITY.DN10428.c0.g1.i1 198 166 200 208 234 222
Dgal_TRINITY.DN10428.c0.g2.i1 0 0 0 0 0 0
Dgal_TRINITY.DN10429.c0.g1.i2 154 172 120 142 152 234
Dgal_TRINITY.DN10429.c0.g2.i1 188 158 134 192 150 186
Dgal_TRINITY.DN1042.c0.g2.i1 10 4 12 14 4 14
Dgal_TRINITY.DN10430.c0.g1.i1 4 88 102 232 60 80
Dgal_TRINITY.DN10431.c0.g1.i11 22 36 36 22 46 54
Dgal_TRINITY.DN10431.c0.g1.i6 0 0 0 0 6 0
Dgal_TRINITY.DN10431.c0.g1.i7 0 0 0 4 2 8
Dgal_TRINITY.DN10431.c0.g1.i8 40 30 30 12 24 30
Dgal_TRINITY.DN10432.c0.g1.i1 58 40 32 16 38 30
Dgal_TRINITY.DN10432.c0.g1.i2 48 38 46 44 42 54
Dgal_TRINITY.DN10432.c0.g1.i3 10 8 2 8 6 6
Dgal_TRINITY.DN10432.c0.g1.i4 36 36 42 28 44 24
Dgal_TRINITY.DN10433.c0.g1.i1 38 24 30 62 40 38
Dgal_TRINITY.DN10433.c0.g2.i1 0 2 8 2 4 0
Dgal_TRINITY.DN10433.c0.g3.i1 1554 1998 1790 1728 1856 2188
Dgal_TRINITY.DN10434.c0.g1.i1 150 240 244 266 232 298
Dgal_TRINITY.DN10435.c0.g1.i1 1360 1764 1600 1688 1342 1746
Dgal_TRINITY.DN10436.c0.g1.i1 4 4 8 2 2 12
